timestamp	episode	reward	steps	end_reason	route	TOTAL_EGO_CRASHES	TOTAL_COLLISION_EVENTS	TOTAL_EGO_COLLISIONS	TOTAL_EGO_TELEPORTS	TOTAL_EGO_EMERGENCY_STOPS
2026-04-26T00:11:18	165	309.750420	217	arrived	ego_route_46	0	1928	0	0	0
2026-04-26T00:11:23	166	1091.920821	622	arrived	ego_route_27	0	1940	0	0	0
2026-04-26T00:11:29	167	1089.535750	702	arrived	ego_route_5	0	1951	0	0	0
2026-04-26T00:11:34	168	-66.917662	540	arrived	ego_route_44	0	1959	0	0	0
2026-04-26T00:11:40	169	980.086763	777	arrived	ego_route_1	0	1972	0	0	0
2026-04-26T00:11:46	170	565.881900	635	arrived	ego_route_25	0	1983	0	0	0
2026-04-26T00:11:51	171	882.054063	599	arrived	ego_route_5	0	1994	0	0	0
2026-04-26T00:11:53	172	248.539764	143	arrived	ego_route_16	0	1994	0	0	0
2026-04-26T00:11:57	173	669.492420	477	arrived	ego_route_18	0	1998	0	0	0
2026-04-26T00:12:03	174	995.954531	708	arrived	ego_route_15	0	2029	0	0	0
2026-04-26T00:12:05	175	553.804833	274	arrived	ego_route_11	0	2031	0	0	0
2026-04-26T00:12:10	176	777.249530	546	arrived	ego_route_14	0	2037	0	0	0
2026-04-26T00:12:17	177	836.683921	821	arrived	ego_route_6	0	2066	0	0	0
2026-04-26T00:12:20	178	-111.227190	317	arrived	ego_route_24	0	2070	0	0	0
2026-04-26T00:12:25	179	1025.152900	580	arrived	ego_route_13	0	2081	0	0	0
2026-04-26T00:12:31	180	1343.977226	768	arrived	ego_route_19	0	2093	0	0	0
2026-04-26T00:12:37	181	1190.966179	695	arrived	ego_route_27	0	2108	0	0	0
2026-04-26T00:12:42	182	1052.065111	600	arrived	ego_route_26	0	2117	0	0	0
2026-04-26T00:12:49	183	293.234199	798	arrived	ego_route_8	0	2155	0	0	0
2026-04-26T00:12:55	184	1301.937038	740	arrived	ego_route_19	0	2184	0	0	0
2026-04-26T00:13:02	185	1403.446929	769	arrived	ego_route_4	0	2202	0	0	0
2026-04-26T00:13:06	186	-77.141100	501	arrived	ego_route_32	0	2209	0	0	0
2026-04-26T00:13:10	187	-273.071273	486	arrived	ego_route_28	0	2216	0	0	0
2026-04-26T00:13:17	188	1384.386027	792	arrived	ego_route_12	0	2231	0	0	0
2026-04-26T00:13:21	189	755.979889	485	arrived	ego_route_45	0	2237	0	0	0
2026-04-26T00:13:28	190	1490.939160	800	arrived	ego_route_23	0	2250	0	0	0
2026-04-26T00:13:36	191	1494.894649	920	arrived	ego_route_19	0	2265	0	0	0
2026-04-26T00:13:42	192	1056.995033	649	arrived	ego_route_33	0	2273	0	0	0
2026-04-26T00:13:45	193	494.983380	396	arrived	ego_route_45	0	2278	0	0	0
2026-04-26T00:13:50	194	574.513742	538	arrived	ego_route_40	0	2284	0	0	0
2026-04-26T00:13:52	195	431.450000	232	arrived	ego_route_17	0	2293	0	0	0
2026-04-26T00:13:55	196	612.286279	364	arrived	ego_route_22	0	2295	0	0	0
2026-04-26T00:14:01	197	966.158360	739	arrived	ego_route_33	0	2309	0	0	0
2026-04-26T00:14:04	198	476.838807	305	arrived	ego_route_24	0	2312	0	0	0
2026-04-26T00:14:12	199	1571.777200	854	arrived	ego_route_23	0	2329	0	0	0
2026-04-26T00:14:20	200	1188.364060	974	arrived	ego_route_20	0	2347	0	0	0
2026-04-26T00:14:22	201	478.550000	239	arrived	ego_route_17	0	2349	0	0	0
2026-04-26T00:14:28	202	570.531595	611	arrived	ego_route_45	0	2357	0	0	0
