timestamp	episode	reward	steps	end_reason	TOTAL_EGO_CRASHES	TOTAL_COLLISION_EVENTS	TOTAL_EGO_COLLISIONS	TOTAL_EGO_TELEPORTS	TOTAL_EGO_EMERGENCY_STOPS
2026-03-30T15:10:31	195	77.918420	523	arrived	2	440	2	2	0
2026-03-30T15:10:34	196	144.289980	251	arrived	2	442	2	2	0
2026-03-30T15:10:40	197	117.299870	527	arrived	2	445	2	2	0
2026-03-30T15:10:46	198	171.097260	522	arrived	2	450	2	2	0
2026-03-30T15:10:49	199	165.811331	177	arrived	2	450	2	2	0
2026-03-30T15:10:55	200	121.428480	513	arrived	2	453	2	2	0
2026-03-30T15:10:57	201	131.727300	226	arrived	2	454	2	2	0
2026-03-30T15:11:00	202	153.498960	219	arrived	2	455	2	2	0
2026-03-30T15:11:03	203	166.717220	222	arrived	2	457	2	2	0
2026-03-30T15:11:05	204	150.827400	216	arrived	2	458	2	2	0
2026-03-30T15:11:08	205	171.929360	175	arrived	2	458	2	2	0
2026-03-30T15:11:14	206	-123.505840	505	arrived	2	460	2	2	0
2026-03-30T15:11:20	207	-148.819600	538	arrived	2	463	2	2	0
2026-03-30T15:11:23	208	110.295013	273	arrived	2	466	2	2	0
2026-03-30T15:11:26	209	119.882640	213	arrived	2	467	2	2	0
2026-03-30T15:11:34	210	-373.356100	686	arrived	2	470	2	2	0
2026-03-30T15:11:37	211	163.101090	250	arrived	2	471	2	2	0
2026-03-30T15:11:40	212	131.905793	274	arrived	2	472	2	2	0
2026-03-30T15:11:45	213	123.733895	446	arrived	2	475	2	2	0
2026-03-30T15:11:48	214	194.384300	240	arrived	2	476	2	2	0
2026-03-30T15:11:54	215	171.978510	531	arrived	2	479	2	2	0
2026-03-30T15:12:00	216	-111.156119	525	arrived	2	485	2	2	0
2026-03-30T15:12:03	217	130.715780	218	arrived	2	486	2	2	0
2026-03-30T15:12:06	218	143.632220	229	arrived	2	487	2	2	0
2026-03-30T15:12:09	219	152.250340	233	arrived	2	489	2	2	0
2026-03-30T15:12:12	220	148.065240	237	arrived	2	490	2	2	0
2026-03-30T15:12:15	221	166.897740	239	arrived	2	491	2	2	0
2026-03-30T15:12:21	222	166.610953	520	arrived	2	496	2	2	0
2026-03-30T15:12:29	223	-907.222047	662	arrived	2	501	2	2	0
2026-03-30T15:12:35	224	3.679331	524	arrived	2	504	2	2	0
2026-03-30T15:12:38	225	172.503020	228	arrived	2	505	2	2	0
2026-03-30T15:12:44	226	55.500463	594	arrived	2	509	2	2	0
2026-03-30T15:12:50	227	198.262340	518	arrived	2	511	2	2	0
2026-03-30T15:12:57	228	-167.162280	596	arrived	2	515	2	2	0
2026-03-30T15:13:00	229	74.834093	265	arrived	2	517	2	2	0
2026-03-30T15:13:06	230	156.427760	437	arrived	2	519	2	2	0
2026-03-30T15:13:11	231	180.097360	437	arrived	2	521	2	2	0
2026-03-30T15:13:14	232	92.499281	262	arrived	2	522	2	2	0
2026-03-30T15:13:17	233	99.827920	330	arrived	2	524	2	2	0
2026-03-30T15:13:24	234	-90.937240	590	arrived	2	527	2	2	0
2026-03-30T15:13:27	235	177.205920	233	arrived	2	528	2	2	0
2026-03-30T15:13:32	236	203.159842	437	arrived	2	530	2	2	0
2026-03-30T15:13:37	237	170.556100	435	arrived	2	531	2	2	0
2026-03-30T15:13:44	238	176.866440	520	arrived	2	535	2	2	0
2026-03-30T15:13:51	239	-161.077267	624	arrived	2	539	2	2	0
2026-03-30T15:13:54	240	187.729240	224	arrived	2	540	2	2	0
2026-03-30T15:13:59	241	215.765480	439	arrived	2	542	2	2	0
2026-03-30T15:14:06	242	-24.172325	595	arrived	2	546	2	2	0
2026-03-30T15:14:12	243	159.051300	536	arrived	2	549	2	2	0
2026-03-30T15:14:15	244	169.641940	227	arrived	2	550	2	2	0
2026-03-30T15:14:21	245	25.143500	565	arrived	2	554	2	2	0
2026-03-30T15:14:27	246	88.488064	502	arrived	2	558	2	2	0
2026-03-30T15:14:33	247	188.522860	536	arrived	2	561	2	2	0
2026-03-30T15:14:37	248	67.856780	268	arrived	2	562	2	2	0
2026-03-30T15:14:44	249	-134.901060	647	arrived	2	564	2	2	0
2026-03-30T15:14:47	250	174.313433	195	arrived	2	565	2	2	0
2026-03-30T15:14:53	251	143.671927	539	arrived	2	571	2	2	0
2026-03-30T15:14:56	252	172.253800	248	arrived	2	573	2	2	0
2026-03-30T15:14:59	253	161.524800	227	arrived	2	575	2	2	0
2026-03-30T15:15:02	254	159.283140	250	arrived	2	576	2	2	0
2026-03-30T15:15:09	255	161.771500	583	arrived	2	579	2	2	0
2026-03-30T15:15:12	256	160.899900	272	arrived	2	581	2	2	0
2026-03-30T15:15:19	257	123.123900	607	arrived	2	585	2	2	0
2026-03-30T15:15:29	258	-155.367417	805	arrived	2	596	2	2	0
2026-03-30T15:15:32	259	189.028320	247	arrived	2	597	2	2	0
2026-03-30T15:15:35	260	187.257420	239	arrived	2	598	2	2	0
2026-03-30T15:15:39	261	174.747740	321	arrived	2	600	2	2	0
2026-03-30T15:15:49	262	-289.513048	786	arrived	2	605	2	2	0
2026-03-30T15:15:51	263	156.350140	234	arrived	2	606	2	2	0
2026-03-30T15:15:59	264	204.531320	534	arrived	2	611	2	2	0
2026-03-30T15:16:05	265	195.149090	519	arrived	2	615	2	2	0
2026-03-30T15:16:08	266	179.728760	181	arrived	2	615	2	2	0
2026-03-30T15:16:11	267	-96.735090	279	arrived	2	617	2	2	0
2026-03-30T15:16:14	268	164.627200	220	arrived	2	618	2	2	0
2026-03-30T15:16:17	269	107.284920	221	arrived	2	619	2	2	0
2026-03-30T15:16:20	270	161.420620	217	arrived	2	620	2	2	0
2026-03-30T15:16:22	271	171.845840	218	arrived	2	621	2	2	0
